chr	start	stop	pop
9	126971887	129059665	EUR
9	129059665	130055510	EUR
9	130055510	132165470	EUR
9	132165470	133223217	EUR
9	133223217	134127888	EUR
9	134127888	135298842	EUR
9	135298842	137041122	EUR
9	137041122	137589364	EUR
9	137589364	138938978	EUR
9	138938978	139500342	EUR
9	139500342	141144796	EUR
10	60523	751339	EUR
10	751339	1523544	EUR
10	1523544	2254500	EUR
10	2254500	3352699	EUR
10	3352699	4572274	EUR
10	4572274	5983762	EUR
10	5983762	7171484	EUR
10	7171484	8774665	EUR
10	8774665	10249396	EUR
10	10249396	12586797	EUR
10	12586797	13321600	EUR
10	13321600	15026068	EUR
10	15026068	16551767	EUR
10	16551767	18537267	EUR
10	18537267	19716878	EUR
10	19716878	22772283	EUR
10	22772283	23175132	EUR
10	23175132	25578596	EUR
10	25578596	26888684	EUR
10	26888684	29323236	EUR
10	29323236	29783692	EUR
10	29783692	30458838	EUR
10	30458838	31907519	EUR
10	31907519	33707968	EUR
10	33707968	35109355	EUR
10	35109355	36572508	EUR
10	36572508	37790029	EUR
10	37790029	42372579	EUR
10	42372579	43894771	EUR
10	43894771	44730075	EUR
10	44730075	48760450	EUR
10	48760450	50840915	EUR
10	50840915	53616629	EUR
10	53616629	55103572	EUR
10	55103572	57031140	EUR
10	57031140	57662146	EUR
10	57662146	58959528	EUR
10	58959528	60289987	EUR
10	60289987	61891409	EUR
10	61891409	62659679	EUR
10	62659679	63341695	EUR
10	63341695	65794114	EUR
10	65794114	67549615	EUR
10	67549615	69900148	EUR
10	69900148	70195991	EUR
10	70195991	72220850	EUR
10	72220850	73508512	EUR
10	73508512	75422550	EUR
10	75422550	78706814	EUR
10	78706814	80876749	EUR
10	80876749	82414679	EUR
10	82414679	84383745	EUR
10	84383745	85458703	EUR
10	85458703	87937577	EUR
10	87937577	89127064	EUR
10	89127064	91013381	EUR
10	91013381	92006581	EUR
10	92006581	93335047	EUR
10	93335047	95396368	EUR
10	95396368	96221243	EUR
10	96221243	97822357	EUR
10	97822357	100241302	EUR
10	100241302	100668400	EUR
10	100668400	102949239	EUR
10	102949239	104380410	EUR
10	104380410	106695048	EUR
10	106695048	108726686	EUR
10	108726686	110317705	EUR
10	110317705	112561493	EUR
10	112561493	115328432	EUR
10	115328432	116421406	EUR
10	116421406	119523934	EUR
10	119523934	120591353	EUR
10	120591353	122407323	EUR
10	122407323	123231465	EUR
10	123231465	123900545	EUR
10	123900545	125869346	EUR
10	125869346	128001098	EUR
10	128001098	129154362	EUR
10	129154362	130844284	EUR
10	130844284	131741327	EUR
10	131741327	132580245	EUR
10	132580245	134336329	EUR
10	134336329	134494673	EUR
10	134494673	135523865	EUR
11	70855	1213590	EUR
11	1213590	3665481	EUR
11	3665481	4746709	EUR
11	4746709	6322869	EUR
11	6322869	7436701	EUR
11	7436701	8333274	EUR
11	8333274	9087317	EUR
11	9087317	10952027	EUR
11	10952027	12564229	EUR
11	12564229	13373124	EUR
11	13373124	15742552	EUR
11	15742552	17578402	EUR
11	17578402	19569535	EUR
11	19569535	21017138	EUR
11	21017138	22374142	EUR
11	22374142	24088517	EUR
11	24088517	26045753	EUR
11	26045753	27020461	EUR
11	27020461	28481593	EUR
11	28481593	30141357	EUR
11	30141357	32276901	EUR
11	32276901	33958739	EUR
11	33958739	35502605	EUR
11	35502605	37116815	EUR
11	37116815	39382003	EUR
11	39382003	42310003	EUR
11	42310003	44693799	EUR
11	44693799	47006137	EUR
11	47006137	49866050	EUR
11	49866050	54695473	EUR
11	54695473	55082657	EUR
11	55082657	58457495	EUR
11	58457495	58780549	EUR
11	58780549	62223771	EUR
11	62223771	63804569	EUR
11	63804569	65898631	EUR
11	65898631	68005825	EUR
11	68005825	69516130	EUR
11	69516130	70926292	EUR
11	70926292	72286017	EUR
11	72286017	74412351	EUR
11	74412351	76797209	EUR
11	76797209	78355058	EUR
11	78355058	80722373	EUR
11	80722373	81266712	EUR
11	81266712	84381272	EUR
11	84381272	86619301	EUR
11	86619301	87430235	EUR
11	87430235	89208936	EUR
11	89208936	90966490	EUR
11	90966490	92077144	EUR
11	92077144	93276157	EUR
11	93276157	94242260	EUR
11	94242260	95726041	EUR
11	95726041	97057058	EUR
11	97057058	98705065	EUR
11	98705065	100417169	EUR
11	100417169	101331121	EUR
11	101331121	103959636	EUR
11	103959636	104873284	EUR
11	104873284	106520894	EUR
11	106520894	107844200	EUR
11	107844200	108437037	EUR
11	108437037	109866116	EUR
11	109866116	111114397	EUR
11	111114397	112459488	EUR
11	112459488	114257728	EUR
11	114257728	114830666	EUR
11	114830666	116383348	EUR
11	116383348	117747110	EUR
11	117747110	119215476	EUR
11	119215476	120766806	EUR
11	120766806	121175943	EUR
11	121175943	122591910	EUR
11	122591910	123500117	EUR
11	123500117	124495528	EUR
11	124495528	126311320	EUR
11	126311320	127316679	EUR
11	127316679	128188537	EUR
11	128188537	130342575	EUR
11	130342575	131074612	EUR
11	131074612	133000046	EUR
11	133000046	134205993	EUR
11	134205993	134946452	EUR
12	61107	1080331	EUR
12	1080331	2544786	EUR
12	2544786	3677037	EUR
12	3677037	4417679	EUR
12	4417679	5321472	EUR
12	5321472	6419753	EUR
12	6419753	8377536	EUR
12	8377536	9031395	EUR
12	9031395	10481534	EUR
12	10481534	11754846	EUR
12	11754846	12733528	EUR
12	12733528	15241484	EUR
12	15241484	16310460	EUR
12	16310460	18087873	EUR
12	18087873	20863943	EUR
12	20863943	23820634	EUR
12	23820634	25371083	EUR
12	25371083	27799773	EUR
12	27799773	29651255	EUR
12	29651255	30512406	EUR
12	30512406	32165592	EUR
12	32165592	33076989	EUR
12	33076989	37856717	EUR
12	37856717	39227169	EUR
12	39227169	40816185	EUR
12	40816185	41658586	EUR
12	41658586	43984474	EUR
12	43984474	46024229	EUR
12	46024229	47714793	EUR
12	47714793	49001866	EUR
12	49001866	51776494	EUR
12	51776494	53039004	EUR
12	53039004	54778823	EUR
12	54778823	55665837	EUR
12	55665837	57548860	EUR
12	57548860	59308666	EUR
12	59308666	61123729	EUR
12	61123729	64032461	EUR
12	64032461	65559695	EUR
12	65559695	67181144	EUR
12	67181144	67909729	EUR
12	67909729	69826542	EUR
12	69826542	70957987	EUR
12	70957987	72645075	EUR
12	72645075	73818454	EUR
12	73818454	76511314	EUR
12	76511314	78570570	EUR
12	78570570	80448150	EUR
12	80448150	81467767	EUR
12	81467767	83502666	EUR
12	83502666	84303844	EUR
12	84303844	85990426	EUR
12	85990426	89682122	EUR
12	89682122	92066155	EUR
12	92066155	94514567	EUR
12	94514567	96020785	EUR
12	96020785	97108839	EUR
12	97108839	99305987	EUR
12	99305987	101447641	EUR
12	101447641	101862690	EUR
12	101862690	102964986	EUR
12	102964986	104848696	EUR
12	104848696	106436213	EUR
12	106436213	106958748	EUR
12	106958748	109025901	EUR
12	109025901	110336719	EUR
12	110336719	113263518	EUR
12	113263518	113986709	EUR
12	113986709	115036602	EUR
12	115036602	115503216	EUR
12	115503216	117087471	EUR
12	117087471	118135375	EUR
12	118135375	119754110	EUR
12	119754110	122007651	EUR
12	122007651	124977980	EUR
12	124977980	126445505	EUR
12	126445505	127875098	EUR
12	127875098	129237297	EUR
12	129237297	130377921	EUR
12	130377921	131786751	EUR
12	131786751	132807034	EUR
12	132807034	133841511	EUR
13	19020013	20686720	EUR
13	20686720	22242174	EUR
13	22242174	23594702	EUR
13	23594702	24531937	EUR
13	24531937	25784362	EUR
13	25784362	27284362	EUR
13	27284362	29257551	EUR
13	29257551	30483267	EUR
13	30483267	32301815	EUR
13	32301815	33776903	EUR
13	33776903	35026464	EUR
13	35026464	36046367	EUR
13	36046367	37498185	EUR
13	37498185	38878163	EUR
13	38878163	41069263	EUR
13	41069263	43101027	EUR
13	43101027	44901409	EUR
13	44901409	46495214	EUR
13	46495214	47431079	EUR
13	47431079	49383962	EUR
13	49383962	51591091	EUR
13	51591091	53339622	EUR
13	53339622	54682864	EUR
13	54682864	55817131	EUR
13	55817131	57554217	EUR
13	57554217	58410626	EUR
13	58410626	59302271	EUR
13	59302271	60854778	EUR
13	60854778	61591949	EUR
13	61591949	63971559	EUR
13	63971559	65200602	EUR
13	65200602	67844453	EUR
13	67844453	70724516	EUR
13	70724516	71526791	EUR
13	71526791	73934089	EUR
13	73934089	75670143	EUR
13	75670143	77410555	EUR
13	77410555	78808813	EUR
13	78808813	80585676	EUR
13	80585676	82581814	EUR
13	82581814	84133144	EUR
13	84133144	85610916	EUR
13	85610916	88559882	EUR
13	88559882	90521311	EUR
13	90521311	93129691	EUR
13	93129691	93586455	EUR
13	93586455	96087558	EUR
13	96087558	97519210	EUR
13	97519210	98938919	EUR
13	98938919	100574095	EUR
13	100574095	102300523	EUR
13	102300523	104066710	EUR
13	104066710	104844114	EUR
13	104844114	106247554	EUR
13	106247554	106750000	EUR
13	106750000	108189877	EUR
13	108189877	109121210	EUR
13	109121210	109815112	EUR
13	109815112	111232073	EUR
13	111232073	112247592	EUR
13	112247592	113572488	EUR
13	113572488	115109853	EUR
14	19002084	21589402	EUR
14	21589402	23018665	EUR
14	23018665	24905123	EUR
14	24905123	26135686	EUR
14	26135686	28466533	EUR
14	28466533	29972145	EUR
14	29972145	32383265	EUR
14	32383265	34846251	EUR
14	34846251	35859593	EUR
14	35859593	38667725	EUR
14	38667725	40341990	EUR
14	40341990	41615502	EUR
14	41615502	43137389	EUR
14	43137389	44543227	EUR
14	44543227	46081896	EUR
14	46081896	46749130	EUR
14	46749130	48573586	EUR
14	48573586	49005471	EUR
14	49005471	50507760	EUR
14	50507760	51493572	EUR
14	51493572	53474383	EUR
14	53474383	53997831	EUR
14	53997831	55233681	EUR
14	55233681	56216880	EUR
14	56216880	57481262	EUR
14	57481262	59448336	EUR
14	59448336	61680424	EUR
14	61680424	63790015	EUR
14	63790015	65220298	EUR
14	65220298	66399555	EUR
14	66399555	67992317	EUR
14	67992317	71131957	EUR
14	71131957	72889615	EUR
14	72889615	76444767	EUR
14	76444767	77229472	EUR
14	77229472	78561945	EUR
14	78561945	80186579	EUR
14	80186579	81579714	EUR
14	81579714	83138097	EUR
14	83138097	84241633	EUR
14	84241633	85746319	EUR
14	85746319	86647002	EUR
14	86647002	87635341	EUR
14	87635341	89497643	EUR
14	89497643	91296860	EUR
14	91296860	93132299	EUR
14	93132299	94325285	EUR
14	94325285	95750867	EUR
14	95750867	96262415	EUR
14	96262415	98341162	EUR
14	98341162	99138532	EUR
14	99138532	101534307	EUR
14	101534307	103012102	EUR
14	103012102	105001723	EUR
14	105001723	106340358	EUR
14	106340358	107289454	EUR
15	20001200	21131604	EUR
15	21131604	24195127	EUR
15	24195127	25108590	EUR
15	25108590	27298112	EUR
15	27298112	29338502	EUR
15	29338502	30165568	EUR
15	30165568	31591821	EUR
15	31591821	32441811	EUR
15	32441811	34015425	EUR
15	34015425	35083251	EUR
15	35083251	37456502	EUR
15	37456502	38530777	EUR
15	38530777	40384132	EUR
15	40384132	41177514	EUR
15	41177514	42776399	EUR
15	42776399	44198049	EUR
15	44198049	46618787	EUR
15	46618787	48136048	EUR
15	48136048	50008043	EUR
15	50008043	51677560	EUR
15	51677560	53069096	EUR
15	53069096	54508528	EUR
15	54508528	55136269	EUR
15	55136269	56901773	EUR
15	56901773	58441366	EUR
15	58441366	59694116	EUR
15	59694116	61265836	EUR
15	61265836	63215222	EUR
15	63215222	65104668	EUR
15	65104668	67094767	EUR
15	67094767	69017999	EUR
15	69017999	70133341	EUR
15	70133341	71922649	EUR
15	71922649	73628714	EUR
15	73628714	76398624	EUR
15	76398624	78516053	EUR
15	78516053	80860978	EUR
15	80860978	84260468	EUR
15	84260468	86652905	EUR
15	86652905	88369943	EUR
15	88369943	90475551	EUR
15	90475551	92164392	EUR
15	92164392	93780902	EUR
15	93780902	94924330	EUR
15	94924330	96141596	EUR
15	96141596	98030910	EUR
15	98030910	99244059	EUR
15	99244059	100636847	EUR
15	100636847	101552694	EUR
15	101552694	102520966	EUR
16	60054	1207206	EUR
16	1207206	2764829	EUR
16	2764829	4001196	EUR
16	4001196	5118345	EUR
16	5118345	5891580	EUR
16	5891580	6893551	EUR
16	6893551	7529121	EUR
16	7529121	8338519	EUR
16	8338519	9799419	EUR
16	9799419	10426032	EUR
16	10426032	11520161	EUR
16	11520161	12613098	EUR
16	12613098	13154437	EUR
16	13154437	14464002	EUR
16	14464002	16154060	EUR
16	16154060	17644749	EUR
16	17644749	18643607	EUR
16	18643607	20150571	EUR
16	20150571	22448904	EUR
16	22448904	24136875	EUR
16	24136875	25986862	EUR
16	25986862	27445755	EUR
16	27445755	29036613	EUR
16	29036613	31382943	EUR
16	31382943	46399473	EUR
16	46399473	49007926	EUR
16	49007926	52035823	EUR
16	52035823	53382572	EUR
16	53382572	55903774	EUR
16	55903774	57664330	EUR
16	57664330	59045405	EUR
16	59045405	60745694	EUR
16	60745694	62229849	EUR
16	62229849	63691589	EUR
16	63691589	65938566	EUR
16	65938566	68841363	EUR
16	68841363	71054028	EUR
16	71054028	72935150	EUR
16	72935150	74971503	EUR
16	74971503	75977954	EUR
16	75977954	77523678	EUR
16	77523678	78456292	EUR
16	78456292	79134815	EUR
16	79134815	80297374	EUR
16	80297374	81772536	EUR
16	81772536	82747728	EUR
16	82747728	83477208	EUR
16	83477208	84445883	EUR
16	84445883	85148685	EUR
16	85148685	86156599	EUR
16	86156599	86815411	EUR
16	86815411	87647349	EUR
16	87647349	89041165	EUR
16	89041165	90292812	EUR
17	56	1172399	EUR
17	1172399	1928731	EUR
17	1928731	3702312	EUR
17	3702312	4696261	EUR
17	4696261	5741334	EUR
17	5741334	7317398	EUR
17	7317398	8306425	EUR
17	8306425	9965921	EUR
17	9965921	11102815	EUR
17	11102815	12534769	EUR
17	12534769	13180372	EUR
17	13180372	13894637	EUR
17	13894637	15019097	EUR
17	15019097	16412342	EUR
17	16412342	18856320	EUR
17	18856320	21290357	EUR
17	21290357	27334244	EUR
17	27334244	29786491	EUR
17	29786491	31538425	EUR
17	31538425	32912798	EUR
17	32912798	34469036	EUR
17	34469036	36809344	EUR
17	36809344	38877404	EUR
17	38877404	39899810	EUR
17	39899810	41772087	EUR
17	41772087	43056905	EUR
17	43056905	45876022	EUR
17	45876022	47517400	EUR
17	47517400	49898957	EUR
17	49898957	50719055	EUR
17	50719055	51826118	EUR
17	51826118	53599432	EUR
17	53599432	55357541	EUR
17	55357541	57487512	EUR
17	57487512	59312755	EUR
17	59312755	61545589	EUR
17	61545589	63148128	EUR
17	63148128	64800430	EUR
17	64800430	67858770	EUR
17	67858770	69387817	EUR
17	69387817	72672203	EUR
17	72672203	74375560	EUR
17	74375560	76263413	EUR
17	76263413	77298636	EUR
17	77298636	78837588	EUR
17	78837588	80034408	EUR
17	80034408	81194908	EUR
18	10644	912486	EUR
18	912486	1942911	EUR
18	1942911	3891658	EUR
18	3891658	5834180	EUR
18	5834180	7090485	EUR
18	7090485	8498931	EUR
18	8498931	11075913	EUR
18	11075913	11905440	EUR
18	11905440	14440799	EUR
18	14440799	19485844	EUR
18	19485844	20649472	EUR
18	20649472	22996651	EUR
18	22996651	24026191	EUR
18	24026191	25927682	EUR
18	25927682	26875587	EUR
18	26875587	27866478	EUR
18	27866478	30264066	EUR
18	30264066	31780067	EUR
18	31780067	33861964	EUR
18	33861964	35075250	EUR
18	35075250	36365490	EUR
18	36365490	37684367	EUR
18	37684367	39892648	EUR
18	39892648	42922106	EUR
18	42922106	44299246	EUR
18	44299246	45939732	EUR
18	45939732	47730584	EUR
18	47730584	51062185	EUR
18	51062185	51554175	EUR
18	51554175	55213838	EUR
18	55213838	56530220	EUR
18	56530220	57630483	EUR
18	57630483	59020751	EUR
18	59020751	60277715	EUR
18	60277715	61820252	EUR
18	61820252	63463402	EUR
18	63463402	64252801	EUR
18	64252801	66125817	EUR
18	66125817	67175820	EUR
18	67175820	68621179	EUR
18	68621179	69621618	EUR
18	69621618	71038474	EUR
18	71038474	71971462	EUR
18	71971462	73526987	EUR
18	73526987	74813815	EUR
18	74813815	75976317	EUR
18	75976317	77149991	EUR
18	77149991	78017158	EUR
19	80840	610729	EUR
19	610729	2098396	EUR
19	2098396	3019660	EUR
19	3019660	4348967	EUR
19	4348967	5811852	EUR
19	5811852	6684885	EUR
19	6684885	8347513	EUR
19	8347513	9238393	EUR
19	9238393	11284028	EUR
19	11284028	13471127	EUR
19	13471127	14486347	EUR
19	14486347	15648610	EUR
19	15648610	16374416	EUR
19	16374416	18409862	EUR
19	18409862	19877471	EUR
19	19877471	20905757	EUR
19	20905757	22732896	EUR
19	22732896	23467746	EUR
19	23467746	28557893	EUR
19	28557893	29790947	EUR
19	29790947	30727954	EUR
19	30727954	32746520	EUR
19	32746520	34262952	EUR
19	34262952	36469295	EUR
19	36469295	37527033	EUR
19	37527033	40170619	EUR
19	40170619	40984601	EUR
19	40984601	42131573	EUR
19	42131573	43862455	EUR
19	43862455	44744108	EUR
19	44744108	46102697	EUR
19	46102697	47150082	EUR
19	47150082	49282227	EUR
19	49282227	51532567	EUR
19	51532567	52985290	EUR
19	52985290	54602362	EUR
19	54602362	55728080	EUR
19	55728080	57521335	EUR
19	57521335	59118839	EUR
20	60479	697600	EUR
20	697600	2469501	EUR
20	2469501	3828413	EUR
20	3828413	5477850	EUR
20	5477850	7084073	EUR
20	7084073	8117011	EUR
20	8117011	9730921	EUR
20	9730921	11249536	EUR
20	11249536	12447499	EUR
20	12447499	13689864	EUR
20	13689864	15958359	EUR
20	15958359	17487232	EUR
20	17487232	18972203	EUR
20	18972203	20959710	EUR
20	20959710	22491456	EUR
20	22491456	23293790	EUR
20	23293790	24717724	EUR
20	24717724	25344231	EUR
20	25344231	31614823	EUR
20	31614823	32813441	EUR
20	32813441	34960446	EUR
20	34960446	36909530	EUR
20	36909530	38436761	EUR
20	38436761	39610856	EUR
20	39610856	40585689	EUR
20	40585689	41615460	EUR
20	41615460	42680176	EUR
20	42680176	44839056	EUR
20	44839056	47199980	EUR
20	47199980	49239658	EUR
20	49239658	52472549	EUR
20	52472549	54055266	EUR
20	54055266	56447959	EUR
20	56447959	58406572	EUR
20	58406572	59561724	EUR
20	59561724	61301855	EUR
20	61301855	62190180	EUR
20	62190180	62965163	EUR
21	9411243	15950982	EUR
21	15950982	18053165	EUR
21	18053165	19480375	EUR
21	19480375	20962339	EUR
21	20962339	22072764	EUR
21	22072764	23362875	EUR
21	23362875	24696231	EUR
21	24696231	26469122	EUR
21	26469122	27271019	EUR
21	27271019	29125226	EUR
21	29125226	31197025	EUR
21	31197025	32668642	EUR
21	32668642	34376999	EUR
21	34376999	35225465	EUR
21	35225465	36524373	EUR
21	36524373	37870779	EUR
21	37870779	38711704	EUR
21	38711704	40482902	EUR
21	40482902	41389527	EUR
21	41389527	43321528	EUR
21	43321528	44506268	EUR
21	44506268	46177105	EUR
21	46177105	47492226	EUR
21	47492226	48119752	EUR
22	16050408	17674295	EUR
22	17674295	18296088	EUR
22	18296088	19912358	EUR
22	19912358	22357325	EUR
22	22357325	23712647	EUR
22	23712647	24984204	EUR
22	24984204	26791628	EUR
22	26791628	27834752	EUR
22	27834752	29651799	EUR
22	29651799	31439918	EUR
22	31439918	32664986	EUR
22	32664986	34494914	EUR
22	34494914	35530985	EUR
22	35530985	37570269	EUR
22	37570269	39307894	EUR
22	39307894	40545797	EUR
22	40545797	42690818	EUR
22	42690818	43714200	EUR
22	43714200	44995308	EUR
22	44995308	46470495	EUR
22	46470495	47596318	EUR
22	47596318	48903703	EUR
22	48903703	49824534	EUR
22	49824534	51243298	EUR
1	10583	1976558	ASN
1	1976558	3492739	ASN
1	3492739	4543012	ASN
1	4543012	5914790	ASN
1	5914790	7365002	ASN
1	7365002	9002909	ASN
1	9002909	10755520	ASN
1	10755520	11708678	ASN
1	11708678	13811000	ASN
1	13811000	14893157	ASN
1	14893157	17875820	ASN
1	17875820	20304720	ASN
1	20304720	22145806	ASN
1	22145806	23916165	ASN
1	23916165	25516893	ASN
1	25516893	27400828	ASN
1	27400828	30161897	ASN
1	30161897	32043093	ASN
1	32043093	34941267	ASN
1	34941267	36857533	ASN
1	36857533	39550621	ASN
1	39550621	41288115	ASN
1	41288115	43366279	ASN
1	43366279	45082440	ASN
1	45082440	47651005	ASN
1	47651005	50644820	ASN
1	50644820	54973025	ASN
1	54973025	56412729	ASN
1	56412729	57021655	ASN
1	57021655	58196478	ASN
1	58196478	59188245	ASN
1	59188245	60232862	ASN
1	60232862	62109988	ASN
1	62109988	64095111	ASN
1	64095111	65041376	ASN
1	65041376	66774011	ASN
1	66774011	68477862	ASN
1	68477862	69687902	ASN
1	69687902	72285466	ASN
1	72285466	74327078	ASN
1	74327078	76728120	ASN
1	76728120	79112109	ASN
1	79112109	80341732	ASN
1	80341732	81990569	ASN
1	81990569	83991644	ASN
1	83991644	86012417	ASN
1	86012417	88408033	ASN
1	88408033	90066205	ASN
1	90066205	92938314	ASN
1	92938314	93568956	ASN
1	93568956	96151207	ASN
1	96151207	97949735	ASN
1	97949735	99555996	ASN
1	99555996	101849109	ASN
1	101849109	102644327	ASN
1	102644327	105413133	ASN
1	105413133	106767764	ASN
1	106767764	110304092	ASN
1	110304092	112347256	ASN
1	112347256	114872038	ASN
1	114872038	118104015	ASN
1	118104015	142545956	ASN
1	142545956	147914609	ASN
1	147914609	152537155	ASN
1	152537155	153397055	ASN
1	153397055	156616039	ASN
1	156616039	157982579	ASN
1	157982579	159953315	ASN
1	159953315	162888864	ASN
1	162888864	164954020	ASN
1	164954020	168175845	ASN
1	168175845	170169621	ASN
1	170169621	172932966	ASN
1	172932966	175387679	ASN
1	175387679	177937441	ASN
1	177937441	181116840	ASN
1	181116840	183553326	ASN
1	183553326	185513153	ASN
1	185513153	187902801	ASN
1	187902801	189761326	ASN
1	189761326	191285922	ASN
1	191285922	192349898	ASN
1	192349898	194108441	ASN
1	194108441	195996764	ASN
1	195996764	198541162	ASN
1	198541162	201071502	ASN
1	201071502	203648600	ASN
1	203648600	205271007	ASN
1	205271007	208809070	ASN
1	208809070	209837236	ASN
1	209837236	212344930	ASN
1	212344930	213936674	ASN
1	213936674	216245665	ASN
1	216245665	218342976	ASN
1	218342976	220125116	ASN
1	220125116	221151629	ASN
1	221151629	223654495	ASN
1	223654495	225965358	ASN
1	225965358	228102732	ASN
1	228102732	230437262	ASN
1	230437262	232090252	ASN
1	232090252	233369741	ASN
1	233369741	234839043	ASN
1	234839043	236202705	ASN
1	236202705	237419495	ASN
1	237419495	238922341	ASN
1	238922341	239566655	ASN
1	239566655	241169137	ASN
1	241169137	242420888	ASN
1	242420888	244512787	ASN
1	244512787	245966754	ASN
1	245966754	247344630	ASN
1	247344630	249239466	ASN
2	10133	2645948	ASN
2	2645948	4015665	ASN
2	4015665	5529462	ASN
2	5529462	6967943	ASN
2	6967943	8233381	ASN
2	8233381	10083949	ASN
2	10083949	12419387	ASN
2	12419387	14757213	ASN
2	14757213	16549757	ASN
2	16549757	17515331	ASN
2	17515331	19692796	ASN
2	19692796	20402938	ASN
2	20402938	23703344	ASN
2	23703344	26209579	ASN
2	26209579	29456860	ASN
2	29456860	31111554	ASN
2	31111554	33363144	ASN
2	33363144	34016909	ASN
2	34016909	35344928	ASN
2	35344928	36123028	ASN
2	36123028	38132911	ASN
2	38132911	40508070	ASN
2	40508070	42336744	ASN
2	42336744	44322128	ASN
2	44322128	46482634	ASN
2	46482634	47806040	ASN
2	47806040	49116026	ASN
2	49116026	50818256	ASN
2	50818256	52491017	ASN
2	52491017	53355222	ASN
2	53355222	54686322	ASN
2	54686322	57429035	ASN
2	57429035	57726344	ASN
2	57726344	60728136	ASN
2	60728136	62429044	ASN
2	62429044	64625085	ASN
2	64625085	65936332	ASN
2	65936332	67227248	ASN
2	67227248	69375742	ASN
2	69375742	70579922	ASN
2	70579922	73125598	ASN
2	73125598	75409633	ASN
2	75409633	76647377	ASN
2	76647377	78080014	ASN
2	78080014	80049718	ASN
2	80049718	83606074	ASN
2	83606074	85893191	ASN
2	85893191	86961902	ASN
2	86961902	89260647	ASN
2	89260647	95326810	ASN
2	95326810	98629109	ASN
2	98629109	100544638	ASN
2	100544638	101557234	ASN
2	101557234	103759508	ASN
2	103759508	104714865	ASN
2	104714865	107780932	ASN
2	107780932	108996018	ASN
2	108996018	113477211	ASN
2	113477211	116413651	ASN
2	116413651	119581738	ASN
2	119581738	121554317	ASN
2	121554317	123396005	ASN
2	123396005	124932993	ASN
2	124932993	127752362	ASN
2	127752362	129313014	ASN
2	129313014	131767129	ASN
2	131767129	132783544	ASN
2	132783544	135158693	ASN
2	135158693	136977976	ASN
2	136977976	139414544	ASN
2	139414544	140903958	ASN
2	140903958	142793066	ASN
2	142793066	144519478	ASN
2	144519478	147956520	ASN
2	147956520	150473193	ASN
2	150473193	153465188	ASN
2	153465188	155637294	ASN
2	155637294	157560495	ASN
2	157560495	159577115	ASN
2	159577115	161769655	ASN
2	161769655	163503840	ASN
2	163503840	165203973	ASN
2	165203973	167128466	ASN
2	167128466	167490428	ASN
2	167490428	169588988	ASN
2	169588988	171319417	ASN
2	171319417	174122650	ASN
2	174122650	177074923	ASN
2	177074923	179244504	ASN
2	179244504	181812685	ASN
2	181812685	184145976	ASN
2	184145976	186242927	ASN
2	186242927	188897634	ASN
2	188897634	191973455	ASN
2	191973455	195123359	ASN
2	195123359	197140125	ASN
2	197140125	198142797	ASN
2	198142797	200513800	ASN
2	200513800	201357289	ASN
2	201357289	202542475	ASN
2	202542475	205363047	ASN
2	205363047	208120624	ASN
2	208120624	209941699	ASN
2	209941699	212194775	ASN
2	212194775	214013653	ASN
2	214013653	215573226	ASN
2	215573226	218395307	ASN
2	218395307	219853567	ASN
2	219853567	222520904	ASN
2	222520904	224859323	ASN
2	224859323	227665678	ASN
2	227665678	229593915	ASN
2	229593915	232191250	ASN
2	232191250	233550713	ASN
2	233550713	234883167	ASN
2	234883167	236066960	ASN
2	236066960	237201266	ASN
2	237201266	238502381	ASN
2	238502381	240328718	ASN
2	240328718	241459497	ASN
2	241459497	242489409	ASN
2	242489409	243188920	ASN
3	60157	1164057	ASN
3	1164057	2863911	ASN
3	2863911	5108349	ASN
3	5108349	6724765	ASN
3	6724765	8051951	ASN
3	8051951	9899533	ASN
3	9899533	11019488	ASN
3	11019488	12860229	ASN
3	12860229	14816750	ASN
3	14816750	16664547	ASN
3	16664547	17891041	ASN
3	17891041	19789003	ASN
3	19789003	20375345	ASN
3	20375345	21643707	ASN
3	21643707	22647520	ASN
3	22647520	25460047	ASN
3	25460047	27611777	ASN
3	27611777	30484625	ASN
3	30484625	31726060	ASN
3	31726060	32845663	ASN
3	32845663	33989246	ASN
3	33989246	35283408	ASN
3	35283408	38353505	ASN
3	38353505	40796032	ASN
3	40796032	42540434	ASN
3	42540434	45151576	ASN
3	45151576	45992977	ASN
3	45992977	47793553	ASN
3	47793553	51831792	ASN
3	51831792	53739789	ASN
3	53739789	55348768	ASN
3	55348768	56847831	ASN
3	56847831	59704331	ASN
3	59704331	61958750	ASN
3	61958750	63669879	ASN
3	63669879	65273079	ASN
3	65273079	66270447	ASN
3	66270447	67742901	ASN
3	67742901	68646218	ASN
3	68646218	70449028	ASN
3	70449028	72528426	ASN
3	72528426	74398940	ASN
3	74398940	75717386	ASN
3	75717386	79024471	ASN
3	79024471	82022276	ASN
3	82022276	82527031	ASN
3	82527031	84961750	ASN
3	84961750	87590636	ASN
3	87590636	89775033	ASN
3	89775033	94256163	ASN
3	94256163	96058347	ASN
3	96058347	98215516	ASN
3	98215516	100553825	ASN
3	100553825	102013409	ASN
3	102013409	104581613	ASN
3	104581613	106834267	ASN
3	106834267	108638228	ASN
3	108638228	110929056	ASN
3	110929056	112455117	ASN
3	112455117	113650586	ASN
3	113650586	115605661	ASN
